,movies_titles,directeur,scenaristes,pays,vedettes,synopsis,notes,budget
173,Brokeback Mountain,Ang Lee,"Annie Proulx (short story), Larry McMurtry (screenplay), Diana Ossana (screenplay)","USA, Canada","Heath Ledger, Jake Gyllenhaal, Randy Quaid, Valerie Planche","Two young men, Ennis Del Mar and Jack Twist, meet when they get a job as sheep herders on Brokeback Mountain. They are at first strangers, then they become friends. Throughout the weeks, they grow closer as they learn more about each other. One night, after some heavy drinking, they find a deeper connection. They then indulge in a blissful romance for the rest of the summer. Unable to deal with their feelings for each other, they part ways at the end of the summer. Four years go by, and they each settle down, Ennis in Wyoming with his wife and two girls, and Jack in Texas with his wife and son. Still longing for each other, they meet back up, and are faced with the fact that they need each other. They undeniably need each other, and unsure of what to do, they start a series of ""fishing trips"", in order to spend time together. The relationship struggles on for years until tragedy strikes.",7.7,"$82,970,165"
174,88 Minutes,Jon Avnet,Gary Scott Thompson,"USA, Germany, Canada","Al Pacino, Alicia Witt, Leelee Sobieski, Amy Brenneman","In Seattle, the successful forensic psychiatrist and college professor Jack Gramm is in evidence since he was responsible for the condemnation of the serial killer Jon Forster, influencing the jury to sentence him to the death row. Jon accuses Jack of manipulation, inducing one witness and sister of one of his victims to testify against him. On the eve of Jon's execution, Jack receives a phone call telling him that he has only eighty-eight minutes of life, while a killer is copycatting Jon, killing women with the same ""modus-operandi"" and is investigated by Seattle Slayer Task Force. With the support of associate Shelly Barnes, an FBI agent, his friend Frank Parks, and his assistant Kim Cummings, Jack investigates some weird and problematic students, a security guard of the campus and the woman with whom he had one night stand.",5.9,"$16,930,884"
175,Blood Diamond,Edward Zwick,"Charles Leavitt (screenplay), Charles Leavitt (story), C. Gaby Mitchell (story)","USA, Germany","Leonardo DiCaprio, Djimon Hounsou, Jennifer Connelly, Kagiso Kuypers","A story following Archer, a man tortured by his roots. With a strong survival instinct, he has made himself a key player in the business of conflict diamonds. Political unrest is rampant in Sierra Leone as people fight tooth for tooth. Upon meeting Solomon, and the beautiful Maddy, Archer's life changes forever as he is given a chance to make peace with the war around him.",8.0,"$57,300,000"
176,Kamikaze 89,Wolf Gremm,"Robert Katz, Wolf Gremm, Per Wahlöö (novel)",West Germany,"Rainer Werner Fassbinder, Günther Kaufmann, Boy Gobert, Arnold Marquis","In the near future where ""the combine"" controls television and news, a bomb threat brings super cop Jansen to the combine's headquarters. Nothing happens, but his boss gives him four days to solve the hoax. Odd things occur: on day one there's a murder at the combine; vague references to the combine's enemy, Krysmopompas, appear; the nephew of the combine's boss confesses to the bomb threat, although he didn't do it. Jansen stays focused, interviewing employees who received special awards (printed on the paper used for the bomb threat). Is he onto something big or was the bomb threat just a prank? And what is this 31st floor rumored hidden in the 30-story combine headquarters?",5.8,N/A
177,Meet Bill,"Bernie Goldmann, Melisa Wallack",Melisa Wallack,USA,"Aaron Eckhart, Jessica Alba, Elizabeth Banks, Logan Lerman","Bill is unhappy: he has married a banker's daughter and has a dead end job at the bank; his wife Jess is tied to daddy's wallet; and, Bill is developing a gut from lack of exercise and constantly eating candy bars. He dreams of buying a donut franchise to be independent of Jess's dad. Bill is roped into a mentoring program at his old prep school, assigned a smart-mouthed kid who pops up when least expected. When Jess starts an affair with Chip, a local TV personality and vain Rob Lowe look-alike, it sends Bill, the kid, and a young sales clerk from a lingerie shop on a quest to win back Jess and get the donuts. What about self-respect?",6.2,N/A
178,This Is England '90,N/A,N/A,UK,"Lyra Mae Thomas, Billy Braithwait, Chanel Cresswell, Katherine Dow Blyton","The year is 1990, the rave scene has just entered England. The sound of the Stone roses lurks toward Shaun and the gang. This means that Woody and Lol are living in a domestic bliss, they are happy again. But this year will see huge changes in everyone. This is the year 1990. This is England.",8.5,
179,Before the Devil Knows You're Dead,Sidney Lumet,Kelly Masterson,USA,"Philip Seymour Hoffman, Ethan Hawke, Albert Finney, Marisa Tomei","Needing extra cash, two brothers conspire to pull off the perfect, victimless crime. No guns, no violence, no problem. But when an accomplice ignores the rules and crosses the line, his actions trigger a series of events in which no one is left unscathed.",7.3,"$6,955,841"
180,"Magyarfutball, a 91. perc",András Pires Muhi,András Pires Muhi,Hungary,"Bertalan Bicskei, György Dudar, Sándor Feder",N/A,8.0,N/A
181,Brick Lane,Sarah Gavron,"Monica Ali (novel), Laura Jones, Abi Morgan","UK, India","Tannishtha Chatterjee, Satish Kaushik, Christopher Simpson, Naeema Begum","A young Bangladeshi woman, Nazneen, arrives in 1980s London, leaving behind her beloved sister and home, for an arranged marriage and a new life. Trapped within the four walls of her flat in East London, and in a loveless marriage with the middle aged Chanu, she fears her soul is quietly dying. Her sister Hasina, meanwhile, through letters to Nazneen, tells of her carefree life back in Bangladesh, stumbling from one adventure to the next. Nazneen struggles to accept her lifestyle, and keeps her head down in spite of life's blows, but she soon discovers that life cannot be avoided - and is forced to confront it the day that the hotheaded young Karim comes knocking at her door.",6.6,"$1,010,010"
182,The Class of '92,"Benjamin Turner, Gabe Turner",N/A,UK,"David Beckham, Nicky Butt, Ryan Giggs, Gary Neville","The Class of 92, a cinematic documentary detailing the rise to prominence and global sporting superstardom of six supremely talented young Manchester United footballers (David Beckham, Nicky Butt, Ryan Giggs, Paul Scholes, Phil and Gary Neville). The film covers the period 1992-1999, culminating in Manchester United's European Cup triumph, and will dramatically interweave and mirror the highs and lows of its football odyssey with the immense social and cultural changes taking place in Britain at the time.",8.0,N/A
183,Boy A,John Crowley,"Jonathan Trigell (novel), Mark O'Rowe (screenplay)",UK,"Andrew Garfield, Peter Mullan, Siobhan Finneran, Alfie Owen","A young man is released from prison after many years and given a new identity in a new town. Aided by a supervisor who becomes like a father to him he finds a job and friends and hesitantly starts a relationship with a compassionate girl. But the secret of the heinous crime he committed as a boy weighs down on him, and he learns that it is not so easy to escape your past.",7.6,N/A
184,United 93,Paul Greengrass,Paul Greengrass,"USA, UK, France","J.J. Johnson, Gary Commock, Polly Adams, Opal Alladin","On September 11, 2001, two American Airlines and two United Airlines domestic U.S. flights are hijacked by terrorists. After the collision of two planes against the World Trade Center and one against the Pentagon, the passengers and crew of United Flight 93 decide to struggle against the four terrorists to take back the control of the airplane.",7.5,"$31,500,000"
185,Body of Lies,Ridley Scott,"William Monahan (screenplay), David Ignatius (novel)","USA, UK","Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani","Roger Ferris is a CIA operative in the Middle East; Ed Hoffman is his control at Langley. Cynicism is everywhere. In Amman, Roger works with Hani Salaam, Jordan's head of security, whose only dictum is ""Don't lie to me."" The Americans are in pursuit of a cleric who leads a group placing bombs all over Europe. When Hani rebukes Ed's demand that Jordan allow the Americans to use one of Jordan's double agents, Roger and Ed hatch a plan to bring the cleric to them. The plan is complicated by its being a secret from Hani and by Roger's attraction to a local nurse. Satellites and cell phones, bodies and lies: modern warfare.",7.1,"$39,380,442"
186,Warszawa 94. Podróz sentymentalna,Marcel Lozinski,Marcel Lozinski,"Germany, Poland","Jacek Kaczmarski, Andrzej J. Koszyk",N/A,N/A,N/A
187,Brooklyn's Finest,Antoine Fuqua,Michael C. Martin,USA,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes","In Brooklyn, amid drug deals, violence, casual racism, poverty, housing projects, and corrupt cops, we follow three officers: Tango, African-American, working undercover, believing he's earned a promotion to a desk job but told he has to set up the bust of an ex-con who saved his life; Sal, who'll commit murder to get cash; and, Eddie, the precinct's oldest beat cop, a week to go before retirement, assigned to mentor an earnest rookie. Can this end well for any of the three?",6.7,"$26,746,443"
188,Vacanze di Natale '95,Neri Parenti,"Neri Parenti, Carlo Vanzina (story), Enrico Vanzina (story)",Italy,"Massimo Boldi, Christian De Sica, Luke Perry, Elizabeth Nottoli",Two Italians are on holiday in Aspen in Colorado. The first one is Lorenzo whose daughter is crazy about Luke Perry (Beverly Hills 90210 actor) and wants to meet him at all costs. The second one wants to win back his wife who has left him because of his gambling problem.,4.3,N/A
189,Boy,Taika Waititi,Taika Waititi,New Zealand,"James Rolleston, Te Aho Eketone-Whitu, Taika Waititi, Moerangi Tihore","It's 1984. Here we meet Boy, an 11-year-old who lives on a farm with his gran, a goat, and his younger brother, Rocky (who thinks he has magic powers). Shortly after Gran leaves for a week, Boy's father, Alamein, appears out of the blue. Having imagined a heroic version of his father during his absence, Boy comes face to face with the real version-an incompetent hoodlum who has returned to find a bag of money he buried years before. This is where the goat enters.",7.5,"$242,008"
